gene,odds_ratio,p_value,clinical_present,wastewater_present,fdr_corrected_p
gb|AIW68620.1|ARO:3003158|TEM-220,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AGK82336.1|ARO:3001383|TEM-206,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ACO07310.1|ARO:3001020|TEM-154,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AIS39742.1|ARO:3003157|TEM-219,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA73933.1|ARO:3000921|TEM-52,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CDR98216.1|ARO:3000876|TEM-4,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA46346.1|ARO:3000887|TEM-16,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA64682.1|ARO:3000914|TEM-45,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AEK48085.1|ARO:3001056|TEM-197,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ADM61585.1|ARO:3001047|TEM-187,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAG25427.1|ARO:3000999|TEM-135,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA65888.1|ARO:3001043|TEM-178,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA66659.1|ARO:3000911|TEM-42,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ADP20705.1|ARO:3001373|TEM-182,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA71322.1|ARO:3000916|TEM-47,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA71323.1|ARO:3000917|TEM-48,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAD24670.1|ARO:3000900|TEM-30,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAD09800.1|ARO:3000873|TEM-1,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAG34105.1|ARO:3000993|TEM-129,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ADR71220.1|ARO:3001045|TEM-183,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA71324.1|ARO:3000918|TEM-49,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAC85660.1|ARO:3000960|TEM-93,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAC67290.1|ARO:3000962|TEM-95,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAC43230.1|ARO:3000953|TEM-86,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAC43229.1|ARO:3000952|TEM-85,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAB92324.1|ARO:3000935|TEM-68,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAB65358.1|ARO:3000939|TEM-73,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA76796.1|ARO:3000899|TEM-29,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA76795.1|ARO:3000893|TEM-22,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA76794.1|ARO:3000892|TEM-21,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA76793.1|ARO:3000891|TEM-20,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA74912.2|ARO:3000888|TEM-17,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAC85661.1|ARO:3000961|TEM-94,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|EAC0197234.1|ARO:3000966|TEM-103,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA46345.1|ARO:3000894|TEM-24,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA45828.1|ARO:3000875|TEM-3,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AFC75523.1|ARO:3001053|TEM-193,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|APY23677.1|ARO:3001051|TEM-191,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CDN33426.1|ARO:3001394|TEM-217,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ADA79630.1|ARO:3001037|TEM-171,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ADB90239.1|ARO:3001041|TEM-176,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AET99222.1|ARO:3001046|TEM-186,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CCA61905.1|ARO:3001375|TEM-184,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|BAB16308.1|ARO:3000958|TEM-91,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AEG64812.1|ARO:3001374|TEM-185,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CBX53726.1|ARO:3000910|TEM-40,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|BAL68178.1|ARO:3001057|TEM-198,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|BCD58813.1|ARO:3000930|TEM-61,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA46344.1|ARO:3000880|TEM-8,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CBJ06718.1|ARO:3001042|TEM-177,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAO98721.1|ARO:3000886|TEM-15,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AEL88240.1|ARO:3001050|TEM-190,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AEL79515.1|ARO:3001049|TEM-189,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAL08007.1|ARO:3001001|TEM-137,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA38429.1|ARO:3000874|TEM-2,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ADL13944.1|ARO:3000903|TEM-33,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAJ66089.1|ARO:3001017|TEM-150,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAJ32372.1|ARO:3001015|TEM-148,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AEL17198.1|ARO:3001048|TEM-188,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAA41038.1|ARO:3000878|TEM-6,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAJ17558.1|ARO:3001007|TEM-144,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAI29263.1|ARO:3000994|TEM-130,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|CAQ00120.1|ARO:3001022|TEM-156,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ACJ04051.1|ARO:3001033|TEM-167,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAA25053.1|ARO:3000884|TEM-12,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|UUT29265.1|ARO:3009067|TEM-248,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAM61953.1|ARO:3000968|TEM-105,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAM61952.1|ARO:3000967|TEM-104,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAM52215.1|ARO:3000970|TEM-107,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAM52207.1|ARO:3000969|TEM-106,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAM28884.1|ARO:3000971|TEM-108,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAM22276.1|ARO:3000963|TEM-96,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_116786831.1|ARO:3005267|TEM-236,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAM18924.1|ARO:3000964|TEM-101,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAL77062.1|ARO:3000974|TEM-111,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_122630841.1|ARO:3005268|TEM-237,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAL68923.1|ARO:3000973|TEM-110,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_131419583.1|ARO:3005269|TEM-238,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAL29436.1|ARO:3000951|TEM-84,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAL29435.1|ARO:3000950|TEM-83,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAM15527.1|ARO:3000947|TEM-80,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAN04881.1|ARO:3000978|TEM-115,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_110174956.1|ARO:3005266|TEM-235,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_109963600.1|ARO:3000877|TEM-5,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAS19171.1|ARO:3000997|TEM-133,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_102607453.1|ARO:3000881|TEM-9,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAR89359.1|ARO:3000990|TEM-128,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAR89358.1|ARO:3000989|TEM-127,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAR84298.1|ARO:3000996|TEM-132,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAR10958.1|ARO:3000995|TEM-131,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAQ98890.1|ARO:3000984|TEM-122,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAQ93491.1|ARO:3000986|TEM-124,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAQ93490.1|ARO:3000985|TEM-123,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAQ01671.1|ARO:3000983|TEM-121,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_104009854.1|ARO:3005261|TEM-230,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_104009855.1|ARO:3005262|TEM-231,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_109545059.1|ARO:3005263|TEM-232,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAO85882.1|ARO:3000982|TEM-120,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_109791184.1|ARO:3005264|TEM-233,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAL29434.1|ARO:3000949|TEM-82,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAS79107.1|ARO:3000998|TEM-134,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAL29433.1|ARO:3000948|TEM-81,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAK82652.1|ARO:3000965|TEM-102,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAD22538.1|ARO:3000922|TEM-53,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_197749416.1|ARO:3005273|TEM-243,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|XCA96001.1|ARO:3009071|TEM-252,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAC72362.1|ARO:3000882|TEM-10,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|XDB68957.1|ARO:3009072|TEM-253,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|XDB68958.1|ARO:3009073|TEM-254,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAD22539.1|ARO:3000923|TEM-54,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|XGD00489.1|ARO:3009074|TEM-255,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|XGD00491.1|ARO:3009076|TEM-257,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAC32891.1|ARO:3000898|TEM-28,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAC32889.2|ARO:3000912|TEM-43,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|XHJ89682.1|ARO:3009077|TEM-258,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAC05975.1|ARO:3000929|TEM-60,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAB39956.1|ARO:3000979|TEM-116,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|XGD00490.1|ARO:3009075|TEM-256,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAD33116.2|ARO:3000934|TEM-67,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAF01046.1|ARO:3000936|TEM-70,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAF05611.1|ARO:3000946|TEM-79,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_148044472.1|ARO:3005271|TEM-241,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_148044473.1|ARO:3005272|TEM-242,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAK30619.1|ARO:3000957|TEM-90,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAK17194.1|ARO:3000931|TEM-63,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAK14792.1|ARO:3000955|TEM-88,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_148044474.1|ARO:3000909|TEM-39,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAG44570.1|ARO:3000954|TEM-87,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_150823495.1|ARO:3005270|TEM-240,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_159373457.1|ARO:3000907|TEM-37,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_164461302.1|ARO:3005259|TEM-228,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_165539487.1|ARO:3000901|TEM-31,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAF66653.1|ARO:3000959|TEM-92,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAF19151.1|ARO:3000938|TEM-72,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAF05613.1|ARO:3000942|TEM-76,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAF05612.1|ARO:3000944|TEM-78,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAL03985.1|ARO:3000937|TEM-71,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAS89982.1|ARO:3000975|TEM-112,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_109791210.1|ARO:3005265|TEM-234,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAS89984.1|ARO:3000977|TEM-114,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_075985686.1|ARO:3005256|TEM-225,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_075985685.1|ARO:3000906|TEM-36,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABC96711.1|ARO:3001016|TEM-149,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WEG44935.1|ARO:3009069|TEM-250,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABD60314.1|ARO:3001005|TEM-142,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABG77582.1|ARO:3001021|TEM-155,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABI74447.1|ARO:3001019|TEM-152,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABI81768.1|ARO:3001023|TEM-157,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_063865144.1|ARO:3006140|TEM-99,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_063865138.1|ARO:3006139|TEM-98,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_063864910.1|ARO:3000905|TEM-35,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABM54869.1|ARO:3001025|TEM-159,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABM54870.1|ARO:3001026|TEM-160,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_063864908.1|ARO:3005255|TEM-224,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_063864901.1|ARO:3001389|TEM-212,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAS89983.1|ARO:3000976|TEM-113,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WGO19551.1|ARO:3009070|TEM-251,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AGE11905.1|ARO:3000904|TEM-34,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABO64442.1|ARO:3001028|TEM-162,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABQ00181.1|ARO:3001024|TEM-158,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_052944427.1|ARO:3000902|TEM-32,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_047028173.1|ARO:3000896|TEM-26,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABX71157.1|ARO:3001030|TEM-164,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_032072208.1|ARO:3001387|TEM-210,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_000027060.1|ARO:3001044|TEM-181,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABB97007.1|ARO:3000924|TEM-55,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABB84515.1|ARO:3001014|TEM-147,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ABI74448.1|ARO:3001018|TEM-151,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAZ14084.2|ARO:3001013|TEM-146,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAX56615.1|ARO:3001004|TEM-141,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAT45742.1|ARO:3000988|TEM-126,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAW47922.1|ARO:3001002|TEM-138,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|UUT29266.1|ARO:3009068|TEM-249,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAT46413.1|ARO:3000972|TEM-109,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAV83795.1|ARO:3001000|TEM-136,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|ACF32746.1|ARO:3001029|TEM-163,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAY85632.1|ARO:3001006|TEM-143,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAZ14083.2|ARO:3001012|TEM-145,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_080699425.1|ARO:3005260|TEM-229,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAW66604.1|ARO:3000883|TEM-11,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAT46414.1|ARO:3000987|TEM-125,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAZ23494.1|ARO:3001003|TEM-139,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_085562406.1|ARO:3005258|TEM-227,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|WP_085562398.1|ARO:3005257|TEM-226,0.0,3.3175494984738787e-12,48,0,1.3575349952481555e-11
gb|AAO33760.1|ARO:3000879|TEM-7,0.0,1.6724082197557688e-10,43,0,6.732316151453037e-10
gb|AAN05029.1|ARO:3000981|TEM-118,0.0,1.6724082197557688e-10,43,0,6.732316151453037e-10
gb|AAN05028.1|ARO:3000941|TEM-75,0.0,1.6724082197557688e-10,43,0,6.732316151453037e-10
gb|AEQ59620.1|ARO:3001052|TEM-192,0.0,1.6724082197557688e-10,43,0,6.732316151453037e-10
gb|AAN05026.1|ARO:3000980|TEM-117,0.0,1.6724082197557688e-10,43,0,6.732316151453037e-10
gb|AAD45935.1|ARO:3000928|TEM-59,0.0,1.6724082197557688e-10,43,0,6.732316151453037e-10
gb|AAK71474.1|ARO:3000956|TEM-89,0.0,1.6724082197557688e-10,43,0,6.732316151453037e-10
gb|XHO32904.1|ARO:3008718|OXA-1308,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_188331878.1|ARO:3006114|OXA-929,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WAS27905.1|ARO:3008597|OXA-1181,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_179284345.1|ARO:3006110|OXA-924,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WIF29729.1|ARO:3008617|OXA-1205,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|QWQ82939.1|ARO:3008433|OXA-1012,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WJL30769.1|ARO:3008619|OXA-1207,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_179284342.1|ARO:3006109|OXA-923,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_188331876.1|ARO:3006108|OXA-922,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|XHO32903.1|ARO:3008717|OXA-1307,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|UBJ91324.1|ARO:3007562|OXA-1039,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WVW91586.1|ARO:3008636|OXA-1226,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WYF30524.1|ARO:3008650|OXA-1240,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|XHO32902.1|ARO:3008716|OXA-1306,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|XHO32901.1|ARO:3008715|OXA-1305,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WGJ78634.1|ARO:3008613|OXA-1201,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AHF71363.1|ARO:3001774|OXA-370,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|UKA98426.1|ARO:3008473|OXA-1055,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WGG88838.1|ARO:3008612|OXA-1200,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|UZH96289.1|ARO:3008585|OXA-1167,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AJA30430.1|ARO:3001596|OXA-405,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|URT56864.1|ARO:3008652|OXA-1242,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|URF41644.1|ARO:3008537|OXA-1119,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|UBJ91323.1|ARO:3007561|OXA-1038,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WKT28618.1|ARO:3008621|OXA-1211,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_063864118.1|ARO:3005735|OXA-505,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|QOI60720.1|ARO:3008724|OXA-934,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_099156052.1|ARO:3005791|OXA-567,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_094009811.1|ARO:3005790|OXA-566,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_094009808.1|ARO:3005749|OXA-519,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_094009804.1|ARO:3005745|OXA-515,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_094009803.1|ARO:3005744|OXA-514,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_087587945.1|ARO:3005770|OXA-546,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|UUT09020.1|ARO:3008564|OXA-1146,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_085562403.1|ARO:3005771|OXA-547,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_116786833.1|ARO:3005936|OXA-731,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_085562384.1|ARO:3005747|OXA-517,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_071593227.1|ARO:3005767|OXA-538,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_136512084.1|ARO:3005991|OXA-788,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_136512085.1|ARO:3005993|OXA-793,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_179284336.1|ARO:3006106|OXA-920,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_140423324.1|ARO:3006030|OXA-833,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|ASF15667.1|ARO:3001501|OXA-252,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|ARX76025.1|ARO:3003128|OXA-436,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AOQ26572.1|ARO:3004362|OXA-535,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|ALI16502.1|ARO:3003641|OXA-484,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AKR53961.1|ARO:3003595|OXA-439,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|XHO32905.1|ARO:3008719|OXA-1309,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_178317675.1|ARO:3006088|OXA-900,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WKT28620.1|ARO:3008623|OXA-1213,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_179284333.1|ARO:3006104|OXA-918,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AKL59521.1|ARO:3003594|OXA-438,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WKT28619.1|ARO:3008622|OXA-1212,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
