gene,odds_ratio,p_value,clinical_present,wastewater_present,fdr_corrected_p
gb|ADT91162.1|ARO:3002067|CMY-56,0.0,1.0,1,0,1.0
gb|ACA30422.1|ARO:3002051|CMY-40,0.0,1.0,1,0,1.0
gb|CAD88477.1|ARO:3002026|CMY-15,0.0,1.0,1,0,1.0
gb|WKB14824.1|ARO:3008046|ADC-336,0.0,1.0,1,0,1.0
gb|ADX04315.1|ARO:3003870|ADC-31,0.0,1.0,1,0,1.0
gb|CAC14595.1|ARO:3003056|smeE,0.0,1.0,1,0,1.0
gb|ACA30421.1|ARO:3002038|CMY-27,0.0,1.0,1,0,1.0
gb|ACA30420.1|ARO:3002036|CMY-25,0.0,1.0,1,0,1.0
gb|WLF01974.1|ARO:3008048|ADC-338,0.0,1.0,1,0,1.0
gb|WLF01975.1|ARO:3008049|ADC-339,0.0,1.0,1,0,1.0
gb|WLF01976.1|ARO:3008050|ADC-340,0.0,1.0,1,0,1.0
gb|WLF01977.1|ARO:3008051|ADC-341,0.0,1.0,1,0,1.0
gb|WKB14825.1|ARO:3008047|ADC-337,0.0,1.0,1,0,1.0
gb|CAK95246.1|ARO:3003859|ADC-15,0.0,1.0,1,0,1.0
gb|CAD88479.1|ARO:3002025|CMY-14,0.0,1.0,1,0,1.0
gb|ADM92606.1|ARO:3000549|adeS,0.0,1.0,1,0,1.0
gb|CAK95244.1|ARO:3003861|ADC-17,0.0,1.0,1,0,1.0
gb|CAK95243.1|ARO:3003862|ADC-18,0.0,1.0,1,0,1.0
gb|CAK95242.1|ARO:3003863|ADC-19,0.0,1.0,1,0,1.0
gb|CAK95241.1|ARO:3003864|ADC-20,0.0,1.0,1,0,1.0
gb|CAK95240.1|ARO:3003865|ADC-21,0.0,1.0,1,0,1.0
gb|CAK95239.1|ARO:3003866|ADC-22,0.0,1.0,1,0,1.0
gb|CAK95238.1|ARO:3003867|ADC-23,0.0,1.0,1,0,1.0
gb|ADK55604.1|ARO:3002065|CMY-54,0.0,1.0,1,0,1.0
gb|CAE00827.1|ARO:3003851|ADC-5,0.0,1.0,1,0,1.0
gb|CAJ77856.1|ARO:3000777|adeF,0.0,1.0,1,0,1.0
gb|WEG44937.1|ARO:3008009|ADC-293,0.0,1.0,1,0,1.0
gb|WEG44938.1|ARO:3008010|ADC-294,0.0,1.0,1,0,1.0
gb|CAJ32504.1|ARO:3002606|aadA6,0.0,1.0,1,0,1.0
gb|CAJ32491.1|ARO:3002622|aadA6/aadA10,0.0,1.0,1,0,1.0
gb|ADM21467.1|ARO:3002053|CMY-42,0.0,1.0,1,0,1.0
gb|ACD45689.1|ARO:3004550|dfrA27,0.0,1.0,1,0,1.0
gb|ACC95874.1|ARO:3003871|ADC-39,0.0,1.0,1,0,1.0
gb|CAH03679.1|ARO:3002027|CMY-16,0.0,1.0,1,0,1.0
gb|CAJ77855.1|ARO:3000779|adeH,0.0,1.0,1,0,1.0
gb|WLF01978.1|ARO:3008052|ADC-342,0.0,1.0,1,0,1.0
gb|UTS94223.1|ARO:3007994|ADC-278,0.0,1.0,1,0,1.0
gb|UTS94221.1|ARO:3007992|ADC-276,0.0,1.0,1,0,1.0
gb|MDC5633961.1|ARO:3008034|ADC-324,0.0,1.0,1,0,1.0
gb|UBX38689.1|ARO:3007975|ADC-259,0.0,1.0,1,0,1.0
gb|UCZ39549.1|ARO:3007976|ADC-260,0.0,1.0,1,0,1.0
gb|UDF87831.1|ARO:3008115|CMY-178,0.0,1.0,1,0,1.0
gb|MDC5547987.1|ARO:3008016|ADC-306,0.0,1.0,1,0,1.0
gb|MDC5528210.1|ARO:3008022|ADC-312,0.0,1.0,1,0,1.0
gb|MDC5515369.1|ARO:3008017|ADC-307,0.0,1.0,1,0,1.0
gb|MDC5490025.1|ARO:3008012|ADC-302,0.0,1.0,1,0,1.0
gb|UBL87560.1|ARO:3008114|CMY-177,0.0,1.0,1,0,1.0
gb|MDC5482482.1|ARO:3008021|ADC-311,0.0,1.0,1,0,1.0
gb|UGW32408.1|ARO:3007977|ADC-261,0.0,1.0,1,0,1.0
gb|MDC5360473.1|ARO:3008030|ADC-320,0.0,1.0,1,0,1.0
gb|UHO07582.1|ARO:3007978|ADC-262,0.0,1.0,1,0,1.0
gb|UHO07583.1|ARO:3007979|ADC-263,0.0,1.0,1,0,1.0
gb|UHO07591.1|ARO:3007980|ADC-264,0.0,1.0,1,0,1.0
gb|MDC5297294.1|ARO:3008036|ADC-326,0.0,1.0,1,0,1.0
gb|MDC5248995.1|ARO:3008024|ADC-314,0.0,1.0,1,0,1.0
gb|MDC5206348.1|ARO:3008015|ADC-305,0.0,1.0,1,0,1.0
gb|MDC5390807.1|ARO:3008042|ADC-332,0.0,1.0,1,0,1.0
gb|MDC5177796.1|ARO:3008014|ADC-304,0.0,1.0,1,0,1.0
gb|MDC5665782.1|ARO:3008040|ADC-330,0.0,1.0,1,0,1.0
gb|MDI2051974.1|ARO:3008122|CMY-186,0.0,1.0,1,0,1.0
gb|QKT21444.1|ARO:3005085|AAC(3)-IIg,0.0,1.0,1,0,1.0
gb|ACN62073.1|ARO:3003876|ADC-44,0.0,1.0,1,0,1.0
gb|ACN62072.1|ARO:3003874|ADC-43,0.0,1.0,1,0,1.0
gb|QGF22214.1|ARO:3008177|FONA-7,0.0,1.0,1,0,1.0
gb|QVO43829.1|ARO:3008112|CMY-175,0.0,1.0,1,0,1.0
gb|ACN62071.1|ARO:3003873|ADC-42,0.0,1.0,1,0,1.0
gb|QFQ03949.1|ARO:3005051|LpsB,0.0,1.0,1,0,1.0
gb|QVU28094.1|ARO:3007974|ADC-258,0.0,1.0,1,0,1.0
gb|MDE4038918.1|ARO:3008008|ADC-292,0.0,1.0,1,0,1.0
gb|QVU28095.1|ARO:3007973|ADC-257,0.0,1.0,1,0,1.0
gb|QWA20166.1|ARO:3008744|OXA-967,0.0,1.0,1,0,1.0
gb|QWA20167.1|ARO:3008745|OXA-968,0.0,1.0,1,0,1.0
gb|QWA20168.1|ARO:3008746|OXA-969,0.0,1.0,1,0,1.0
gb|ACN62070.1|ARO:3003872|ADC-41,0.0,1.0,1,0,1.0
gb|QDO66747.1|ARO:3007137|mcr-10.1,0.0,1.0,1,0,1.0
gb|QBQ03043.1|ARO:3005159|OXA-818,0.0,1.0,1,0,1.0
gb|QBQ03037.1|ARO:3005160|OXA-812,0.0,1.0,1,0,1.0
gb|ACQ82816.1|ARO:3004577|Abau_AmvA,0.0,1.0,1,0,1.0
gb|QWA20165.1|ARO:3008743|OXA-966,0.0,1.0,1,0,1.0
gb|UTS94222.1|ARO:3007993|ADC-277,0.0,1.0,1,0,1.0
gb|ACJ65711.1|ARO:3002055|CMY-44,0.0,1.0,1,0,1.0
gb|MDC5119581.1|ARO:3008018|ADC-308,0.0,1.0,1,0,1.0
gb|USH09257.1|ARO:3008178|FONA-8,0.0,1.0,1,0,1.0
gb|USH09258.1|ARO:3008179|FONA-9,0.0,1.0,1,0,1.0
gb|USH09259.1|ARO:3008173|FONA-10,0.0,1.0,1,0,1.0
gb|USH09260.1|ARO:3008174|FONA-11,0.0,1.0,1,0,1.0
gb|USH09261.1|ARO:3008175|FONA-12,0.0,1.0,1,0,1.0
gb|USH09262.1|ARO:3008176|FONA-13,0.0,1.0,1,0,1.0
gb|MBO4158890.1|ARO:3007275|MCR-10.3,0.0,1.0,1,0,1.0
gb|MBO4154571.1|ARO:3007277|MCR-10.2,0.0,1.0,1,0,1.0
gb|ACJ41739.1|ARO:3000780|adeI,0.0,1.0,1,0,1.0
gb|MBO4150342.1|ARO:3007276|MCR-10.4,0.0,1.0,1,0,1.0
gb|UTS94213.1|ARO:3007984|ADC-268,0.0,1.0,1,0,1.0
gb|UTS94214.1|ARO:3007985|ADC-269,0.0,1.0,1,0,1.0
gb|UTS94215.1|ARO:3007986|ADC-270,0.0,1.0,1,0,1.0
gb|UTS94216.1|ARO:3007987|ADC-271,0.0,1.0,1,0,1.0
gb|UTS94217.1|ARO:3007988|ADC-272,0.0,1.0,1,0,1.0
gb|UTS94218.1|ARO:3007989|ADC-273,0.0,1.0,1,0,1.0
gb|UTS94219.1|ARO:3007990|ADC-274,0.0,1.0,1,0,1.0
gb|UTS94220.1|ARO:3007991|ADC-275,0.0,1.0,1,0,1.0
gb|UTQ48801.1|ARO:3007983|ADC-267,0.0,1.0,1,0,1.0
gb|MDC5131430.1|ARO:3008013|ADC-303,0.0,1.0,1,0,1.0
gb|ACJ42146.1|ARO:3003796|Abau_ampC_BLA,0.0,1.0,1,0,1.0
gb|MDC4333491.1|ARO:3008041|ADC-331,0.0,1.0,1,0,1.0
gb|MDC5109664.1|ARO:3008039|ADC-329,0.0,1.0,1,0,1.0
gb|ULU82599.1|ARO:3007981|ADC-265,0.0,1.0,1,0,1.0
gb|ACJ59254.1|ARO:3000768|abeS,0.0,1.0,1,0,1.0
gb|MDC5062159.1|ARO:3008020|ADC-310,0.0,1.0,1,0,1.0
gb|MDC4995114.1|ARO:3008038|ADC-328,0.0,1.0,1,0,1.0
gb|MDC4897557.1|ARO:3008028|ADC-318,0.0,1.0,1,0,1.0
gb|MDC4862281.1|ARO:3008019|ADC-309,0.0,1.0,1,0,1.0
gb|MDC4787251.1|ARO:3008043|ADC-333,0.0,1.0,1,0,1.0
gb|MDC4290945.1|ARO:3008032|ADC-322,0.0,1.0,1,0,1.0
gb|MDC4671831.1|ARO:3008035|ADC-325,0.0,1.0,1,0,1.0
gb|MDC4596988.1|ARO:3008026|ADC-316,0.0,1.0,1,0,1.0
gb|MDC4589794.1|ARO:3008027|ADC-317,0.0,1.0,1,0,1.0
gb|MDC4557711.1|ARO:3008023|ADC-313,0.0,1.0,1,0,1.0
gb|MDC4513545.1|ARO:3008031|ADC-321,0.0,1.0,1,0,1.0
gb|UOU25744.1|ARO:3007982|ADC-266,0.0,1.0,1,0,1.0
gb|MDC4416129.1|ARO:3008037|ADC-327,0.0,1.0,1,0,1.0
gb|MDC4364731.1|ARO:3008029|ADC-319,0.0,1.0,1,0,1.0
gb|MDC4357889.1|ARO:3008033|ADC-323,0.0,1.0,1,0,1.0
gb|UNN26050.1|ARO:3008513|OXA-1095,0.0,1.0,1,0,1.0
gb|WLF01981.1|ARO:3008626|OXA-1216,0.0,1.0,1,0,1.0
gb|WLY62597.1|ARO:3008631|OXA-1221,0.0,1.0,1,0,1.0
gb|CAB77444.1|ARO:3003847|ADC-1,0.0,1.0,1,0,1.0
gb|WP_063099318.1|ARO:3006325|ADC-151,0.0,1.0,1,0,1.0
gb|WP_063610930.1|ARO:3006876|EC-15,0.0,1.0,1,0,1.0
gb|WP_063857799.1|ARO:3006430|ADC-38,0.0,1.0,1,0,1.0
gb|WP_063857805.1|ARO:3006431|ADC-51,0.0,1.0,1,0,1.0
gb|WP_063857806.1|ARO:3006433|ADC-53,0.0,1.0,1,0,1.0
gb|WP_063857807.1|ARO:3006434|ADC-54,0.0,1.0,1,0,1.0
gb|WP_063857812.1|ARO:3006436|ADC-63,0.0,1.0,1,0,1.0
gb|WP_063859654.1|ARO:3002118|CMY-106,0.0,1.0,1,0,1.0
gb|ABV89601.1|ARO:3004826|LAP-2,0.0,1.0,1,0,1.0
gb|WP_063859763.1|ARO:3003132|CMY-124,0.0,1.0,1,0,1.0
gb|WP_063859815.1|ARO:3005191|CMY-139,0.0,1.0,1,0,1.0
gb|BEV74606.1|ARO:3008056|ADC-346,0.0,1.0,1,0,1.0
gb|ABS12249.1|ARO:3002041|CMY-30,0.0,1.0,1,0,1.0
gb|ABS12248.1|ARO:3002040|CMY-29,0.0,1.0,1,0,1.0
gb|ABR18736.1|ARO:3002042|CMY-31,0.0,1.0,1,0,1.0
gb|ABR10839.1|ARO:3002586|AAC(6')-32,0.0,1.0,1,0,1.0
gb|ABQ51091.1|ARO:3002039|CMY-28,0.0,1.0,1,0,1.0
gb|BER91151.1|ARO:3008053|ADC-343,0.0,1.0,1,0,1.0
gb|WP_063859788.1|ARO:3003170|CMY-131,0.0,1.0,1,0,1.0
gb|ABO11759.2|ARO:3004573|Abau_AbaF,0.0,1.0,1,0,1.0
gb|WP_060470109.1|ARO:3006386|ADC-217,0.0,1.0,1,0,1.0
gb|WP_059247009.1|ARO:3006353|ADC-184,0.0,1.0,1,0,1.0
gb|WP_032062810.1|ARO:3006316|ADC-141,0.0,1.0,1,0,1.0
gb|WP_032068214.1|ARO:3006336|ADC-164,0.0,1.0,1,0,1.0
gb|WP_032071188.1|ARO:3006345|ADC-173,0.0,1.0,1,0,1.0
gb|WP_032489477.1|ARO:3006986|SFO-1,0.0,1.0,1,0,1.0
gb|WP_032494240.1|ARO:3002119|CMY-107,0.0,1.0,1,0,1.0
gb|AEL30572.1|ARO:3004617|ADC-30,0.0,1.0,1,0,1.0
gb|WP_033502167.1|ARO:3006317|ADC-143,0.0,1.0,1,0,1.0
gb|WP_039098799.1|ARO:3006384|ADC-215,0.0,1.0,1,0,1.0
gb|WP_060454527.1|ARO:3006383|ADC-214,0.0,1.0,1,0,1.0
gb|WP_039211240.1|ARO:3006385|ADC-216,0.0,1.0,1,0,1.0
gb|WP_039246976.1|ARO:3006322|ADC-148,0.0,1.0,1,0,1.0
gb|WP_039258389.1|ARO:3006320|ADC-146,0.0,1.0,1,0,1.0
gb|WP_039270258.1|ARO:3006319|ADC-145,0.0,1.0,1,0,1.0
gb|WP_044718369.1|ARO:3006321|ADC-147,0.0,1.0,1,0,1.0
gb|CAA37806.1|ARO:3002684|catII,0.0,1.0,2,0,1.0
gb|WP_047481394.1|ARO:3006412|ADC-242,0.0,1.0,1,0,1.0
gb|CAA37805.1|ARO:3004656|Ecol_catII,0.0,1.0,2,0,1.0
gb|WP_057093064.1|ARO:3006335|ADC-163,0.0,1.0,1,0,1.0
gb|WP_039213353.1|ARO:3006388|ADC-219,0.0,1.0,1,0,1.0
gb|WP_032058755.1|ARO:3006417|ADC-247,0.0,1.0,1,0,1.0
gb|WP_063860228.1|ARO:3006874|EC-13,0.0,1.0,1,0,1.0
gb|WP_063860256.1|ARO:3006878|EC-18,0.0,1.0,1,0,1.0
gb|WP_068981609.1|ARO:3006282|ADC-102,0.0,1.0,1,0,1.0
gb|WP_068981610.1|ARO:3006283|ADC-103,0.0,1.0,1,0,1.0
gb|WP_068981611.1|ARO:3006284|ADC-104,0.0,1.0,1,0,1.0
gb|WP_068981612.1|ARO:3006285|ADC-105,0.0,1.0,1,0,1.0
gb|WP_068981613.1|ARO:3006286|ADC-106,0.0,1.0,1,0,1.0
gb|WP_068981614.1|ARO:3006287|ADC-107,0.0,1.0,1,0,1.0
gb|WP_068981615.1|ARO:3006440|ADC-83,0.0,1.0,1,0,1.0
gb|WP_068981616.1|ARO:3006441|ADC-84,0.0,1.0,1,0,1.0
gb|WP_068981608.1|ARO:3006281|ADC-101,0.0,1.0,1,0,1.0
gb|WP_068981617.1|ARO:3006442|ADC-85,0.0,1.0,1,0,1.0
gb|WP_068981619.1|ARO:3006444|ADC-87,0.0,1.0,1,0,1.0
gb|WP_068981620.1|ARO:3006446|ADC-89,0.0,1.0,1,0,1.0
gb|WP_068981621.1|ARO:3006447|ADC-90,0.0,1.0,1,0,1.0
gb|WP_068981622.1|ARO:3006448|ADC-91,0.0,1.0,1,0,1.0
gb|WP_068981623.1|ARO:3006449|ADC-92,0.0,1.0,1,0,1.0
gb|WP_068981624.1|ARO:3006450|ADC-93,0.0,1.0,1,0,1.0
gb|WP_068981625.1|ARO:3006451|ADC-94,0.0,1.0,1,0,1.0
gb|WP_068981626.1|ARO:3006452|ADC-95,0.0,1.0,1,0,1.0
gb|WP_068981618.1|ARO:3006443|ADC-86,0.0,1.0,1,0,1.0
gb|WP_063860248.1|ARO:3006877|EC-16,0.0,1.0,1,0,1.0
gb|WP_068981607.1|ARO:3006280|ADC-100,0.0,1.0,1,0,1.0
gb|AEM97672.1|ARO:3002073|CMY-60,0.0,1.0,1,0,1.0
gb|WP_063860263.1|ARO:3006879|EC-19,0.0,1.0,1,0,1.0
gb|WP_063860454.1|ARO:3006881|EC-8,0.0,1.0,1,0,1.0
gb|WP_063860934.1|ARO:3006960|ORN-4,0.0,1.0,2,0,1.0
gb|ABN69070.1|ARO:3002035|CMY-24,0.0,1.0,1,0,1.0
gb|ABN51007.1|ARO:3002046|CMY-35,0.0,1.0,1,0,1.0
gb|ABN51006.1|ARO:3002045|CMY-34,0.0,1.0,1,0,1.0
gb|ABL75133.1|ARO:3004856|SCO-1,0.0,1.0,1,0,1.0
gb|ABK58097.1|ARO:3004825|LAP-1,0.0,1.0,1,0,1.0
gb|WP_065644637.1|ARO:3005196|CMY-141,0.0,1.0,1,0,1.0
gb|ABK34773.1|ARO:3003868|ADC-25,0.0,1.0,1,0,1.0
gb|WP_063865146.1|ARO:3007007|TER-2,0.0,1.0,2,0,1.0
gb|BAP18892.1|ARO:3003210|FosA4,0.0,1.0,1,0,1.0
gb|WP_064907116.1|ARO:3006401|ADC-232,0.0,1.0,1,0,1.0
gb|WP_064907831.1|ARO:3006393|ADC-224,0.0,1.0,1,0,1.0
gb|WP_064987478.1|ARO:3006392|ADC-223,0.0,1.0,1,0,1.0
gb|WP_065102238.1|ARO:3005185|CMY-140,0.0,1.0,1,0,1.0
gb|ABI18382.1|ARO:3003855|ADC-10,0.0,1.0,1,0,1.0
gb|ABG91835.1|ARO:3002860|dfrA17,0.0,1.0,1,0,1.0
gb|WP_063865145.1|ARO:3007001|TER-1,0.0,1.0,1,0,1.0
gb|WP_032039838.1|ARO:3006314|ADC-139,0.0,1.0,1,0,1.0
gb|WP_032037870.1|ARO:3006333|ADC-160,0.0,1.0,1,0,1.0
gb|WP_032027415.1|ARO:3006344|ADC-172,0.0,1.0,1,0,1.0
gb|WP_001211209.1|ARO:3006315|ADC-140,0.0,1.0,1,0,1.0
gb|WP_001211210.1|ARO:3006354|ADC-185,0.0,1.0,1,0,1.0
gb|WP_001211212.1|ARO:3006341|ADC-169,0.0,1.0,1,0,1.0
gb|WP_001211214.1|ARO:3006318|ADC-144,0.0,1.0,1,0,1.0
gb|WP_001211215.1|ARO:3006293|ADC-115,0.0,1.0,1,0,1.0
gb|WP_001211220.1|ARO:3006429|ADC-33,0.0,1.0,1,0,1.0
gb|WP_001211221.1|ARO:3006445|ADC-88,0.0,1.0,1,0,1.0
gb|WP_001211224.1|ARO:3006395|ADC-226,0.0,1.0,1,0,1.0
gb|WP_001211208.1|ARO:3006347|ADC-175,0.0,1.0,1,0,1.0
gb|WP_001211226.1|ARO:3006435|ADC-57,0.0,1.0,1,0,1.0
gb|WP_001211232.1|ARO:3006432|ADC-52,0.0,1.0,1,0,1.0
gb|WP_001211233.1|ARO:3006326|ADC-152,0.0,1.0,1,0,1.0
gb|WP_001211239.1|ARO:3006337|ADC-165,0.0,1.0,1,0,1.0
gb|WP_001443153.1|ARO:3006880|EC-5,0.0,1.0,1,0,1.0
gb|WP_001572373.1|ARO:3004684|MCR-9.1,0.0,1.0,1,0,1.0
gb|WP_002046804.1|ARO:3006339|ADC-167,0.0,1.0,1,0,1.0
gb|WP_002058891.1|ARO:3006407|ADC-238,0.0,1.0,1,0,1.0
gb|WP_002126587.1|ARO:3006297|ADC-120,0.0,1.0,1,0,1.0
gb|WP_001211227.1|ARO:3006332|ADC-158,0.0,1.0,1,0,1.0
gb|WP_002157727.1|ARO:3006295|ADC-117,0.0,1.0,1,0,1.0
gb|WP_001211207.1|ARO:3006410|ADC-240,0.0,1.0,1,0,1.0
gb|WP_001211199.1|ARO:3006413|ADC-243,0.0,1.0,1,0,1.0
gb|CAB61645.1|ARO:3004793|FONA-6,0.0,1.0,1,0,1.0
gb|CAB61643.1|ARO:3004792|FONA-5,0.0,1.0,1,0,1.0
gb|CAB61641.1|ARO:3004791|FONA-4,0.0,1.0,1,0,1.0
gb|CAB61639.1|ARO:3004790|FONA-3,0.0,1.0,1,0,1.0
gb|CAB61637.1|ARO:3004789|FONA-2,0.0,1.0,1,0,1.0
gb|CAB61635.1|ARO:3004788|FONA-1,0.0,1.0,1,0,1.0
gb|CAB36902.1|ARO:3002017|CMY-6,0.0,1.0,1,0,1.0
gb|CAB36900.1|ARO:3002018|CMY-7,0.0,1.0,1,0,1.0
gb|WP_001211200.1|ARO:3006419|ADC-249,0.0,1.0,1,0,1.0
gb|ADY19254.1|ARO:3002072|CMY-58,0.0,1.0,1,0,1.0
gb|CAA75402.1|ARO:3002015|CMY-4,0.0,1.0,1,0,1.0
gb|AEG47700.1|ARO:3003878|ADC-56,0.0,1.0,1,0,1.0
gb|WOL30562.1|ARO:3008633|OXA-1223,0.0,1.0,1,0,1.0
gb|WOW71214.1|ARO:3008054|ADC-344,0.0,1.0,1,0,1.0
gb|WOW71215.1|ARO:3008055|ADC-345,0.0,1.0,1,0,1.0
gb|CAA62957.1|ARO:3002013|CMY-2,0.0,1.0,1,0,1.0
gb|WP_001159761.1|ARO:3006348|ADC-176,0.0,1.0,1,0,1.0
gb|WP_001211198.1|ARO:3006411|ADC-241,0.0,1.0,1,0,1.0
gb|CAA76382.1|ARO:3002023|CMY-12,0.0,1.0,1,0,1.0
gb|WP_003112187.1|ARO:3006360|ADC-191,0.0,1.0,1,0,1.0
gb|WP_004643536.1|ARO:3006303|ADC-128,0.0,1.0,1,0,1.0
gb|WP_004700205.1|ARO:3006308|ADC-133,0.0,1.0,1,0,1.0
gb|WP_017480710.1|ARO:3006439|ADC-70,0.0,1.0,1,0,1.0
gb|WP_017816757.1|ARO:3006294|ADC-116,0.0,1.0,1,0,1.0
gb|WP_021511005.1|ARO:3006418|ADC-248,0.0,1.0,1,0,1.0
gb|WP_022575343.1|ARO:3006425|ADC-255,0.0,1.0,1,0,1.0
gb|WP_024436624.1|ARO:3006330|ADC-156,0.0,1.0,1,0,1.0
gb|WP_026444036.1|ARO:3006015|OXA-816,0.0,1.0,1,0,1.0
gb|WP_029424536.1|ARO:3003886|ADC-80,0.0,1.0,1,0,1.0
gb|WP_031950434.1|ARO:3006402|ADC-233,0.0,1.0,1,0,1.0
gb|WP_017386568.1|ARO:3006324|ADC-150,0.0,1.0,1,0,1.0
gb|WP_031960999.1|ARO:3006391|ADC-222,0.0,1.0,1,0,1.0
gb|WP_031975357.1|ARO:3006381|ADC-212,0.0,1.0,1,0,1.0
gb|WP_031976577.1|ARO:3006416|ADC-246,0.0,1.0,1,0,1.0
gb|WP_031980335.1|ARO:3006334|ADC-162,0.0,1.0,1,0,1.0
gb|WP_031981814.1|ARO:3006408|ADC-239,0.0,1.0,1,0,1.0
gb|WP_031996777.1|ARO:3006424|ADC-254,0.0,1.0,1,0,1.0
gb|WP_032000414.1|ARO:3006372|ADC-203,0.0,1.0,1,0,1.0
gb|WP_032005249.1|ARO:3006415|ADC-245,0.0,1.0,1,0,1.0
gb|WP_032017586.1|ARO:3006414|ADC-244,0.0,1.0,1,0,1.0
gb|WP_031961878.1|ARO:3006343|ADC-171,0.0,1.0,1,0,1.0
gb|WP_016146025.1|ARO:3006313|ADC-138,0.0,1.0,1,0,1.0
gb|WP_016140427.1|ARO:3006312|ADC-137,0.0,1.0,1,0,1.0
gb|WP_016137488.1|ARO:3006311|ADC-136,0.0,1.0,1,0,1.0
gb|WP_004707701.1|ARO:3006306|ADC-131,0.0,1.0,1,0,1.0
gb|WP_004712857.1|ARO:3006296|ADC-119,0.0,1.0,1,0,1.0
gb|WP_004739487.1|ARO:3006428|ADC-32,0.0,1.0,1,0,1.0
gb|WP_004790939.1|ARO:3006310|ADC-135,0.0,1.0,1,0,1.0
gb|WP_004840559.1|ARO:3006300|ADC-123,0.0,1.0,1,0,1.0
gb|WP_004886093.1|ARO:3006305|ADC-130,0.0,1.0,1,0,1.0
gb|WP_005039111.1|ARO:3006304|ADC-129,0.0,1.0,1,0,1.0
gb|WP_005046018.1|ARO:3006302|ADC-127,0.0,1.0,1,0,1.0
gb|WP_005068074.1|ARO:3006307|ADC-132,0.0,1.0,1,0,1.0
gb|WP_005109685.1|ARO:3006298|ADC-121,0.0,1.0,1,0,1.0
gb|WP_005123276.1|ARO:3006299|ADC-122,0.0,1.0,1,0,1.0
gb|WP_005128228.1|ARO:3006329|ADC-155,0.0,1.0,1,0,1.0
gb|WP_005131186.1|ARO:3006301|ADC-125,0.0,1.0,1,0,1.0
gb|WP_005138362.1|ARO:3006328|ADC-154,0.0,1.0,1,0,1.0
gb|WP_005307218.1|ARO:3006309|ADC-134,0.0,1.0,1,0,1.0
gb|WP_005404206.1|ARO:3006012|OXA-813,0.0,1.0,1,0,1.0
gb|WP_005405613.1|ARO:3006013|OXA-814,0.0,1.0,1,0,1.0
gb|WP_013197184.1|ARO:3006362|ADC-193,0.0,1.0,1,0,1.0
gb|WP_014207272.1|ARO:3006323|ADC-149,0.0,1.0,1,0,1.0
gb|WP_068981628.1|ARO:3006454|ADC-97,0.0,1.0,1,0,1.0
gb|MDC5406861.1|ARO:3008025|ADC-315,0.0,1.0,1,0,1.0
